name,price,style,switches,backlit,tenkeyless,connection_type,color
Cherry Strait Black 3.0,,Standard,,,False,Wired,Black
Cherry Strait Black 3.0,,Standard,,,False,Wired,Black
Cherry Strait Black 3.0,,Standard,,,False,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Red,RGB,True,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Speed Silver,RGB,True,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Silent Red,RGB,True,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Blue,RGB,True,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Brown,RGB,True,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Red,RGB,True,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Speed Silver,RGB,True,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Silent Red,RGB,True,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,False,Wired,Black
Venatos Northern Glow TKL,,Gaming,DG Orange Clicky Optical,RGB,True,Wired,Black
Tempest K10,,Gaming,Outemu Red,RGB,False,Wired,Black
Tempest K10,,Gaming,Outemu Blue,RGB,False,Wired,
Tempest TGC2000,,Gaming,,Multicolor,False,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,True,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,True,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,False,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,False,Wired,Black
Wooting Two Lekker Edition,,Gaming,Lekker linear65,RGB,False,Wired,Blue / White
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Varmilo Miya68-C Panda R2,,Standard,EC Jasmine V2,White,True,Wired,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Iris V2,White,True,Wired,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Rose V2,White,True,Wired,Black / White
Logitech G715,,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron K1 SE,,Standard,Keychron Optical Banana Low Profile,RGB,True,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Mint Low Profile,RGB,True,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK,,Standard,Keychron K Pro Blue,,False,"Wired, Wired",Translucent Black
Keychron V6 QMK,,Standard,Keychron K Pro Blue,,False,"Wired, Wired",Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Blue,,False,"Wired, Wired",Translucent Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Blue,,False,"Wired, Wired",Black
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,False,Wired,Black
