name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Wintec Value 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
Crucial Ballistix Elite 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,10.0,8.0
Crucial Ballistix Elite 2 GB,,"[3, 2133]","[1, 2]",,Black / Silver,8.439,9.0
Kingston KVR1333D3S8N9/2GKC 2 GB,,"[3, 1333]","[1, 2]",,Green,13.503,9.0
OCZ Gold 4 GB,,"[3, 1600]","[2, 2]",,Black / Gold,10.0,8.0
ADATA XPG Gaming Series v2.0 8 GB,,"[3, 1866]","[2, 4]",,Black / Green,9.646,9.0
Crucial CT2KIT51264BD1339 8 GB,,"[3, 1333]","[2, 4]",,Green,13.503,9.0
Crucial CT3KIT102464BA1339 24 GB,,"[3, 1333]","[3, 8]",,Green,13.503,9.0
G.Skill F3-12800CL11S-4GBSQ 4 GB,43.0,"[3, 1600]","[1, 4]",10.75,Green,13.75,11.0
Wintec Value 2 GB,,"[2, 800]","[2, 1]",,Green,15.0,6.0
G.Skill Ripjaws X 8 GB,,"[3, 1333]","[4, 2]",,Black / Red,13.503,9.0
G.Skill Ripjaws Z 32 GB,178.52,"[3, 2133]","[8, 4]",5.579,Black / Blue,8.439,9.0
Corsair Vengeance 32 GB,,"[3, 1866]","[4, 8]",,Black / Red,9.646,9.0
Corsair Vengeance 8 GB,,"[3, 1600]","[2, 4]",,Black / Gold,11.25,9.0
Patriot G2 16 GB,,"[3, 1600]","[4, 4]",,Black / Blue,11.25,9.0
Pareema MD313C81609L1 4 GB,,"[3, 1333]","[1, 4]",,Blue,13.503,9.0
G.Skill Ripjaws Z 8 GB,,"[3, 2133]","[4, 2]",,Black / Blue,8.439,9.0
G.Skill Sniper Gaming 16 GB,87.83,"[3, 2133]","[4, 4]",5.489,Black / Red,8.439,9.0
GeIL EVO CORSA 16 GB,,"[3, 1600]","[2, 8]",,Black / Yellow,11.25,9.0
Corsair Vengeance 16 GB,,"[3, 1600]","[4, 4]",,Black / Yellow,11.25,9.0
GeIL Black Dragon 16 GB,,"[3, 1333]","[2, 8]",,Black / Gold,13.503,9.0
Kingston T1 8 GB,,"[3, 1600]","[2, 4]",,Blue,11.25,9.0
AMD Performance Edition 8 GB,,"[3, 1600]","[2, 4]",,Black / Red,10.0,8.0
G.Skill Ripjaws 4 GB,,"[3, 2000]","[2, 2]",,,9.0,9.0
Kingston Blu 8 GB,,"[3, 1333]","[2, 4]",,Red / Silver,13.503,9.0
Kingston KHX1600C9D3LK2/8GX 8 GB,,"[3, 1600]","[2, 4]",,Green / Silver,11.25,9.0
Corsair Vengeance 32 GB,,"[3, 1600]","[8, 4]",,Black / Silver,11.25,9.0
Patriot Viper Xtreme Division 4 16 GB,,"[3, 1866]","[4, 4]",,Black / Silver,9.646,9.0
G.Skill Ares 16 GB,,"[3, 1333]","[2, 8]",,Black / Orange,13.503,9.0
Crucial Ballistix Tactical Tracer 4 GB,,"[3, 1866]","[1, 4]",,Black / Silver,9.646,9.0
PNY MD8192KD3-1866-X9 8 GB,,"[3, 1866]","[2, 4]",,,9.646,9.0
G.Skill Ripjaws Z 64 GB,,"[3, 2133]","[8, 8]",,Black / Red,10.314,11.0
G.Skill Ripjaws Z 64 GB,,"[3, 2400]","[8, 8]",,Black / Blue,8.333,10.0
Mushkin Blackline 16 GB,,"[3, 1600]","[2, 8]",,Black,11.25,9.0
Crucial Ballistix Tactical Tracer 8 GB,,"[3, 1866]","[2, 4]",,Black / Silver,9.646,9.0
Corsair Vengeance 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,9.646,9.0
G.Skill Trident X 8 GB,,"[3, 2600]","[2, 4]",,Black / Red,7.692,10.0
GeIL EVO CORSA 32 GB,,"[3, 2400]","[4, 8]",,,9.167,11.0
Corsair Vengeance 16 GB,,"[3, 1866]","[2, 8]",,Black / Red,9.646,9.0
GeIL EVO CORSA 16 GB,,"[3, 1866]","[2, 8]",,Black / Yellow,9.646,9.0
Crucial Ballistix 8 GB,,"[3, 1600]","[4, 2]",,,11.25,9.0
ADATA Premier 16 GB,,"[3, 1600]","[2, 8]",,Blue,13.75,11.0
AMD Entertainment Edition 4 GB,,"[3, 1600]","[1, 4]",,Black,13.75,11.0
GeIL EVO CORSA 32 GB,,"[3, 2400]","[4, 8]",,,8.333,10.0
Corsair Vengeance 8 GB,,"[3, 2133]","[2, 4]",,Black / Blue,8.439,9.0
Corsair XMS 64 GB,,"[3, 1333]","[8, 8]",,Black / Silver,13.503,9.0
Kingston KHX16C9P1K2/16 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,11.25,9.0
G.Skill Trident X 16 GB,,"[3, 2600]","[2, 8]",,,8.462,11.0
Corsair Vengeance 16 GB,,"[3, 1866]","[4, 4]",,Black / Blue,9.646,9.0
GeIL EVO Leggara 16 GB,,"[3, 2133]","[2, 8]",,Black / Green,10.314,11.0
Corsair Dominator Platinum 16 GB,,"[3, 1866]","[4, 4]",,,9.646,9.0
Corsair Dominator Platinum 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
Crucial Ballistix Sport 16 GB,,"[3, 1333]","[2, 8]",,Black / Silver,13.503,9.0
GeIL EVO Leggara 32 GB,,"[3, 2400]","[4, 8]",,,8.333,10.0
Patriot Viper 3 8 GB,,"[3, 2133]","[2, 4]",,Black / Silver,10.314,11.0
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"[3, 2133]","[2, 4]",,Black / Blue,10.314,11.0
G.Skill Trident X 16 GB,,"[3, 2133]","[2, 8]",,Black / Red,8.439,9.0
G.Skill Ripjaws Z 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
Corsair Dominator Platinum 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,9.646,9.0
Kingston Predator 8 GB,,"[3, 2400]","[2, 4]",,,9.167,11.0
Corsair Dominator Platinum 32 GB,,"[3, 1866]","[4, 8]",,Black / Silver,9.646,9.0
Corsair Vengeance 16 GB,,"[3, 2400]","[4, 4]",,Black / Red,7.5,9.0
Kingston Blu Red 8 GB,,"[3, 1600]","[1, 8]",,Red / Silver,12.5,10.0
Kingston Blu Red 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
Kingston Blu Red 4 GB,,"[3, 1600]","[1, 4]",,Red / Silver,11.25,9.0
AMD Entertainment Edition 8 GB,,"[3, 1333]","[1, 8]",,Black / Red,13.503,9.0
Crucial CT2K4G3S1067M 8 GB,30.0,"[3, 1066]","[2, 4]",3.75,Green,13.133,7.0
Patriot Viper 3 32 GB,,"[3, 1600]","[4, 8]",,Black / Red,12.5,10.0
Corsair Vengeance 8 GB,,"[3, 2400]","[2, 4]",,Black / Silver,8.333,10.0
Corsair CMV4GX3M1A1600C11 4 GB,24.99,"[3, 1600]","[1, 4]",6.247,Green,13.75,11.0
Patriot Viper 3 16 GB,,"[3, 2133]","[4, 4]",,Black / Red,10.314,11.0
Patriot Viper 3 16 GB,,"[3, 2133]","[2, 8]",,Black / Red,10.314,11.0
Patriot Viper 3 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
Corsair Dominator Platinum 16 GB,,"[3, 2600]","[4, 4]",,,7.692,10.0
Patriot Viper 3 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,11.25,9.0
Patriot Viper 3 8 GB,,"[3, 1600]","[2, 4]",,Black / Green,11.25,9.0
Corsair Vengeance LP 16 GB,,"[3, 1600]","[2, 8]",,Black / Blue,11.25,9.0
Corsair Vengeance LP 8 GB,,"[3, 1600]","[1, 8]",,Black / Blue,12.5,10.0
G.Skill Ripjaws Z 32 GB,,"[3, 1866]","[4, 8]",,Black / Blue,9.646,9.0
Kingston KHX16LC10K2/16X 16 GB,,"[3, 1600]","[2, 8]",,Green / Silver,12.5,10.0
G.Skill Trident X 8 GB,,"[3, 2666]","[2, 4]",,,7.502,10.0
Kingston Black 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,12.5,10.0
Crucial Ballistix Sport 4 GB,,"[3, 1600]","[1, 4]",,Black / Silver,11.25,9.0
G.Skill NS 8 GB,,"[3, 1600]","[2, 4]",,Black,13.75,11.0
Corsair Dominator Platinum 16 GB,,"[3, 2400]","[4, 4]",,Black / Silver,7.5,9.0
Corsair Dominator Platinum 16 GB,,"[3, 2666]","[4, 4]",,Black / Silver,7.502,10.0
Kingston HyperX Beast 8 GB,,"[3, 2400]","[2, 4]",,Black,9.167,11.0
Kingston HyperX Beast 16 GB,,"[3, 2400]","[4, 4]",,Black,9.167,11.0
Kingston HyperX Beast 32 GB,,"[3, 2133]","[4, 8]",,Black,10.314,11.0
Crucial Ballistix Sport 32 GB,,"[3, 1600]","[4, 8]",,Black / Silver,11.25,9.0
ADATA XPG Gaming Series v2.0 16 GB,,"[3, 2400]","[2, 8]",,Black / Green,9.167,11.0
Kingston XMP Black 4 GB,,"[3, 1600]","[2, 2]",,Black / Silver,11.25,9.0
Kingston Black 8 GB,,"[3, 1333]","[2, 4]",,,13.503,9.0
Kingston XMP 10th Anniversary 16 GB,,"[3, 2133]","[4, 4]",,Gray / Silver,10.314,11.0
Crucial Ballistix Sport 32 GB,,"[3, 1600]","[4, 8]",,Black / Silver,11.25,9.0
Kingston HyperX 16 GB,,"[3, 1600]","[2, 8]",,Gray / Silver,12.5,10.0
Kingston XMP 10th Anniversary 16 GB,,"[3, 1600]","[4, 4]",,Gray / Silver,11.25,9.0
Kingston XMP 10th Anniversary 16 GB,,"[3, 1600]","[2, 8]",,Gray / Silver,11.25,9.0
GeIL EVO VELOCE 16 GB,,"[3, 1866]","[2, 8]",,Red / Silver,10.718,10.0
GeIL EVO VELOCE 32 GB,,"[3, 2133]","[4, 8]",,Red / Silver,10.314,11.0
Kingston 1500 4 GB,,"[3, 1600]","[1, 4]",,Gray / Silver,11.25,9.0
Kingston HyperX Beast 64 GB,,"[3, 2133]","[8, 8]",,Black,10.314,11.0
G.Skill Ripjaws X 8 GB,,"[3, 2133]","[2, 4]",,Black / Blue,9.376,10.0
GeIL EVO VELOCE 16 GB,,"[3, 2400]","[2, 8]",,Red / Silver,9.167,11.0
Kingston HyperX Predator 16 GB,,"[3, 1866]","[2, 8]",,Black,10.718,10.0
Mushkin Stealth 16 GB,,"[3, 1600]","[2, 8]",,Black / Gold,11.25,9.0
Avexir MPower 16 GB,,"[3, 2133]","[4, 4]",,Black / Yellow,8.439,9.0
Corsair Vengeance Pro 16 GB,,"[3, 2400]","[2, 8]",,Black / Red,8.333,10.0
Corsair Vengeance Pro 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
Corsair Vengeance Pro 8 GB,,"[3, 1600]","[2, 4]",,Black / Blue,11.25,9.0
Corsair Vengeance Pro 8 GB,,"[3, 1866]","[2, 4]",,Black / Blue,9.646,9.0
G.Skill Trident X 32 GB,,"[3, 2666]","[4, 8]",,Black / Red,8.252,11.0
Kingston KVR16LS11/8 8 GB,28.91,"[3, 1600]","[1, 8]",3.614,Green,13.75,11.0
Mushkin Redline 16 GB,,"[3, 2133]","[2, 8]",,,8.439,9.0
Crucial Ballistix Sport XT 32 GB,,"[3, 1600]","[4, 8]",,Blue / Silver,11.25,9.0
Crucial Ballistix Sport XT 8 GB,,"[3, 1600]","[1, 8]",,Blue / Silver,11.25,9.0
Mushkin Redline 32 GB,,"[3, 2400]","[4, 8]",,,8.333,10.0
Avexir Core 8 GB,,"[3, 1600]","[2, 4]",,Black / White,11.25,9.0
G.Skill Trident X 16 GB,,"[3, 2666]","[2, 8]",,Black / Red,9.002,12.0
G.Skill Trident X 16 GB,,"[3, 2800]","[2, 8]",,Black / Red,8.571,12.0
Mushkin Blackline 32 GB,,"[3, 2133]","[4, 8]",,Black,9.376,10.0
Mushkin Blackline 32 GB,,"[3, 2133]","[4, 8]",,Black,9.376,10.0
Mushkin Blackline 16 GB,,"[3, 2133]","[2, 8]",,Black,9.376,10.0
Mushkin Blackline 32 GB,,"[3, 2133]","[4, 8]",,,10.314,11.0
Mushkin Blackline 32 GB,,"[3, 2133]","[4, 8]",,Black,10.314,11.0
Mushkin Redline 32 GB,,"[3, 2400]","[4, 8]",,,8.333,10.0
Mushkin Blackline 32 GB,,"[3, 2400]","[4, 8]",,Black,9.167,11.0
Mushkin Blackline 32 GB,,"[3, 2400]","[4, 8]",,,9.167,11.0
ADATA XPG V2 16 GB,,"[3, 2600]","[2, 8]",,Black / Yellow,8.462,11.0
Kingston KTL-TP3CL/8G 8 GB,34.97,"[3, 1600]","[1, 8]",4.371,,13.75,11.0
AMD AG316G2130U2K 16 GB,,"[3, 2133]","[2, 8]",,Black / Red,9.376,10.0
Avexir Green 8 GB,,"[3, 1600]","[2, 4]",,Green,11.25,9.0
Avexir Core 24 GB,,"[3, 1600]","[3, 8]",,Black / Blue,12.5,10.0
Crucial Ballistix Sport 8 GB,59.9,"[3, 1600]","[2, 4]",7.487,,11.25,9.0
Crucial Ballistix Tactical 16 GB,,"[3, 1866]","[2, 8]",,Black / Yellow,9.646,9.0
TEAMGROUP Dark 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
TEAMGROUP Elite 4 GB,,"[3, 1066]","[2, 2]",,,13.133,7.0
TEAMGROUP TED34096M1600HC11 4 GB,,"[3, 1600]","[1, 4]",,,13.75,11.0
TEAMGROUP TED38192M1333C9 8 GB,,"[3, 1333]","[1, 8]",,,13.503,9.0
TEAMGROUP Elite 8 GB,,"[3, 1333]","[2, 4]",,Red / Silver,13.503,9.0
TEAMGROUP TEDD2048M800HC5 2 GB,,"[2, 800]","[1, 2]",,,12.5,5.0
TEAMGROUP Elite 4 GB,,"[2, 667]","[2, 2]",,,14.993,5.0
TEAMGROUP Elite 4 GB,,"[2, 667]","[2, 2]",,,14.993,5.0
TEAMGROUP Elite 4 GB,,"[2, 800]","[2, 2]",,,12.5,5.0
TEAMGROUP Elite 4 GB,,"[2, 800]","[2, 2]",,Black / Silver,12.5,5.0
TEAMGROUP Vulcan 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
TEAMGROUP TLD316G1600HC10ADC01 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,12.5,10.0
TEAMGROUP Vulcan 32 GB,,"[3, 1600]","[4, 8]",,,11.25,9.0
TEAMGROUP Xtreem Dark 4 GB,,"[3, 1600]","[2, 2]",,,11.25,9.0
Avexir Core 16 GB,,"[3, 2000]","[4, 4]",,Black / Blue,9.0,9.0
Corsair Vengeance Pro 32 GB,,"[3, 1600]","[4, 8]",,Black / Blue,11.25,9.0
VisionTek 900408 8 GB,,"[3, 1600]","[2, 4]",,Black,11.25,9.0
Corsair Vengeance LP 8 GB,,"[3, 1600]","[2, 4]",,Green,11.25,9.0
G.Skill Ripjaws 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,10.718,10.0
Corsair Vengeance Pro 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
Patriot Viper Xtreme 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,13.75,11.0
ADATA XPG V1.0 4 GB,,"[3, 1600]","[1, 4]",,,11.25,9.0
Corsair Vengeance Pro 16 GB,,"[3, 2800]","[4, 4]",,,8.571,12.0
Crucial CT2KIT25664BA160B 4 GB,23.0,"[3, 1600]","[2, 2]",5.75,Green,13.75,11.0
G.Skill Ripjaws Z 64 GB,,"[3, 1866]","[8, 8]",,,10.718,10.0
G.Skill Ripjaws Z 32 GB,,"[3, 2133]","[4, 8]",,Black / Blue,9.376,10.0
Corsair Vengeance Performance 8 GB,,"[3, 2133]","[2, 4]",,Black / Gold,8.439,9.0
Corsair Vengeance Pro 8 GB,,"[3, 2400]","[2, 4]",,Black / Red,9.167,11.0
G.Skill Ripjaws 8 GB,,"[3, 1866]","[1, 8]",,,11.79,11.0
G.Skill Aegis 8 GB,76.0,"[3, 1333]","[2, 4]",9.5,,13.503,9.0
G.Skill AEGIS 4GB 4 GB,45.0,"[3, 1600]","[1, 4]",11.25,,13.75,11.0
Corsair CML8GX3M2A1600C9R 8 GB,,"[3, 1600]","[2, 4]",,Black / Red,11.25,9.0
Silicon Power Xpower 8 GB,,"[3, 2400]","[2, 4]",,Green / Silver,9.167,11.0
Corsair Vengeance Pro 8 GB,,"[3, 2400]","[2, 4]",,Black / Silver,9.167,11.0
Corsair Dominator Platinum 16 GB,,"[3, 2666]","[2, 8]",,Black / Silver,9.002,12.0
Corsair Vengeance Pro 16 GB,,"[3, 2666]","[2, 8]",,Black / Red,9.002,12.0
Corsair Vengeance Pro 16 GB,,"[3, 2666]","[4, 4]",,Black / Red,9.002,12.0
Corsair Vengeance Pro 32 GB,,"[3, 2666]","[4, 8]",,Black / Red,9.002,12.0
Crucial CT2K2G3S1067M 4 GB,35.99,"[3, 1066]","[2, 2]",8.998,Black / Green,13.133,7.0
Crucial CT2K8G3S160BM 16 GB,67.0,"[3, 1600]","[2, 8]",4.188,Black / Green,13.75,11.0
GeIL EVO VELOCE 2 GB,,"[3, 1600]","[1, 2]",,Red / White,11.25,9.0
GeIL Green 8 GB,88.99,"[3, 1333]","[2, 4]",11.124,Black / Green,13.503,9.0
GeIL EVO POTENZA 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,11.25,9.0
GeIL EVO POTENZA 8 GB,,"[3, 3000]","[2, 4]",,Black / White,8.0,12.0
Corsair Dominator Platinum 16 GB,,"[3, 2666]","[2, 8]",,Black / Silver,8.252,11.0
Mushkin Essentials 32 GB,,"[3, 1866]","[4, 8]",,Black / Green,13.934,13.0
Patriot Viper 3 Low Profile Black 32 GB,,"[3, 1866]","[4, 8]",,Black / Silver,10.718,10.0
Patriot Viper 3 Low Profile Blue 32 GB,,"[3, 1866]","[4, 8]",,Black / Blue,10.718,10.0
Patriot Viper 3 Low Profile Black 32 GB,,"[3, 2133]","[4, 8]",,Black / Silver,10.314,11.0
Patriot Viper 3 Low Profile Red 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
Patriot Viper 3 Low Profile Black 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,12.5,10.0
Patriot Viper 3 Low Profile Red 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,10.718,10.0
ADATA XPG V2 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,10.718,10.0
G.Skill Ripjaws X 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
Kingston KHX18C10K2/16 16 GB,,"[3, 1866]","[2, 8]",,Blue / Silver,10.718,10.0
Mushkin Essentials 16 GB,,"[3, 1866]","[2, 8]",,Black / Blue,13.934,13.0
Patriot Viper 3 Low Profile Blue 32 GB,,"[3, 2133]","[4, 8]",,Black / Blue,10.314,11.0
Corsair Dominator Platinum 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,11.25,9.0
ADATA XPG V1.0 16 GB,,"[3, 1866]","[2, 8]",,Red / Silver,10.718,10.0
Kingston HyperX Fury 8 GB,,"[3, 1333]","[1, 8]",,Blue / Silver,13.503,9.0
Kingston HyperX Fury 16 GB,,"[3, 1333]","[2, 8]",,Red / Silver,13.503,9.0
Kingston HyperX Fury 16 GB,,"[3, 1333]","[2, 8]",,White / Silver,13.503,9.0
Kingston HyperX Fury 4 GB,,"[3, 1866]","[1, 4]",,White / Silver,10.718,10.0
Wintec One 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,13.75,11.0
Corsair Vengeance Pro 8 GB,,"[3, 2133]","[2, 4]",,Black / Red,8.439,9.0
AMD Radeon R5 Entertainment 4 GB,,"[3, 1600]","[1, 4]",,Black / Red,13.75,11.0
AMD Radeon R3 Value 8 GB,,"[3, 1333]","[1, 8]",,Black / Red,13.503,9.0
Crucial CT51264BF160BJ 4 GB,16.5,"[3, 1600]","[1, 4]",4.125,Black / Green,13.75,11.0
Crucial CT25664BA1339A 2 GB,,"[3, 1333]","[1, 2]",,Black / Green,13.503,9.0
PNY MD8192SD3-1866-X9 8 GB,,"[3, 1866]","[1, 8]",,Black / Silver,9.646,9.0
V7 V73T4GNZBII 4 GB,,"[3, 1333]","[1, 4]",,Black / Green,13.503,9.0
G.Skill Ripjaws 32 GB,,"[3, 1866]","[4, 8]",,Black / Red,10.718,10.0
G.Skill Ripjaws 16 GB,,"[4, 2133]","[4, 4]",,Black / Red,14.065,15.0
G.Skill Ripjaws 16 GB,,"[4, 2133]","[4, 4]",,Blue,14.065,15.0
G.Skill Ripjaws 32 GB,,"[4, 2133]","[4, 8]",,Blue,14.065,15.0
G.Skill Value 16 GB,,"[4, 2400]","[4, 4]",,Black,12.5,15.0
ADATA XPG Z1 8 GB,,"[4, 2133]","[2, 4]",,Red / Black,12.189,13.0
ADATA XPG Z1 16 GB,,"[4, 2133]","[4, 4]",,Red / Black,14.065,15.0
ADATA XPG Z1 32 GB,,"[4, 2133]","[4, 8]",,Red / Black,12.189,13.0
ADATA XPG Z1 32 GB,,"[4, 2133]","[4, 8]",,Red / Black,14.065,15.0
G.Skill Ripjaws 4 16 GB,,"[4, 2800]","[4, 4]",,Black,11.429,16.0
Kingston HyperX Savage 8 GB,,"[3, 1600]","[1, 8]",,Black / Red,11.25,9.0
Kingston HyperX Savage 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,9.646,9.0
Kingston HyperX Savage 32 GB,,"[3, 1866]","[4, 8]",,Black / Red,9.646,9.0
Kingston HyperX Savage 4 GB,,"[3, 2400]","[1, 4]",,Black / Red,9.167,11.0
Kingston HyperX Savage 8 GB,,"[3, 1866]","[1, 8]",,Black / Red,9.646,9.0
Kingston HyperX Savage 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
Corsair Dominator Platinum 16 GB,,"[3, 3000]","[4, 4]",,Black / Silver,8.0,12.0
Crucial CT3K32G3ELSDQ4186D 96 GB,,"[3, 1866]","[3, 32]",,Blue / Silver,13.934,13.0
Kingston HyperX Beast 16 GB,,"[3, 2133]","[2, 8]",,Black,10.314,11.0
Kingston HyperX Beast 16 GB,,"[3, 1866]","[4, 4]",,Black,9.646,9.0
Kingston HyperX Predator 16 GB,,"[3, 2133]","[2, 8]",,Black / Blue,10.314,11.0
Kingston HyperX Beast 32 GB,,"[3, 2133]","[4, 8]",,Black,10.314,11.0
Kingston HyperX Beast 8 GB,,"[3, 2400]","[2, 4]",,Black,9.167,11.0
TEAMGROUP TSD316G1600C11DC-E 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,13.75,11.0
Crucial CT4K16G4VFD4213 64 GB,,"[4, 2133]","[4, 16]",,Black / Green,14.065,15.0
Crucial CT4K8G4VFS4213 32 GB,,"[4, 2133]","[4, 8]",,Black / Green,14.065,15.0
Kingston HyperX Predator 8 GB,,"[3, 2133]","[2, 4]",,Black / Blue,10.314,11.0
Kingston Predator 16 GB,,"[3, 1866]","[4, 4]",,Black / Blue,10.718,10.0
Mushkin Redline 16 GB,,"[3, 1866]","[4, 4]",,Red,9.646,9.0
Mushkin Blackline 32 GB,,"[3, 1600]","[4, 8]",,Yellow,11.25,9.0
Mushkin Blackline 32 GB,,"[3, 2400]","[4, 8]",,Black / White,9.167,11.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black,12.5,10.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black,11.25,9.0
Mushkin Redline 16 GB,,"[3, 1866]","[2, 8]",,Red,9.646,9.0
Mushkin Blackline 16 GB,,"[3, 2400]","[2, 8]",,Black / White,9.167,11.0
TEAMGROUP Vulcan 8 GB,,"[3, 2400]","[2, 4]",,Orange,9.167,11.0
TEAMGROUP Elite Plus 4 GB,,"[3, 1333]","[1, 4]",,Black / Gold,13.503,9.0
TEAMGROUP Zeus Red 8 GB,,"[3, 2133]","[2, 4]",,Red,10.314,11.0
ADATA XPG V1.0 16 GB,,"[3, 1600]","[2, 8]",,Red / White,11.25,9.0
GeIL GPR416GB2400C15QC 16 GB,,"[4, 2400]","[4, 4]",,Black / Red,12.5,15.0
Kingston HX424C12PB2K4/16 16 GB,,"[4, 2400]","[4, 4]",,Black,10.0,12.0
Kingston HX430C15PB2K4/16 16 GB,,"[4, 3000]","[4, 4]",,Black,10.0,15.0
TEAMGROUP Elite 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,13.503,9.0
G.Skill Ripjaws 4 16 GB,,"[4, 2400]","[4, 4]",,Black / Red,12.5,15.0
G.Skill Ripjaws 4 32 GB,,"[4, 2400]","[4, 8]",,Black / Red,12.5,15.0
Crucial Ballistix 16 GB,,"[3, 1600]","[2, 8]",,Black / Yellow,10.0,8.0
Crucial Ballistix Tactical 16 GB,,"[3, 1866]","[2, 8]",,Black / Yellow,9.646,9.0
G.Skill Ripjaws Z 32 GB,,"[3, 2133]","[4, 8]",,Black / Red,10.314,11.0
G.Skill Ripjaws Z 32 GB,,"[3, 2400]","[4, 8]",,Black / Blue,8.333,10.0
Patriot Extreme Performance 16 GB,,"[4, 2400]","[2, 8]",,Black / Gold,12.5,15.0
Patriot Extreme Performance 8 GB,,"[4, 2400]","[2, 4]",,Black / Gold,12.5,15.0
Crucial Ballistix Tactical Tracer 8 GB,,"[3, 1866]","[2, 4]",,Black / Silver,9.646,9.0
TEAMGROUP Elite Plus 8 GB,,"[3, 1333]","[1, 8]",,Black / Gold,13.503,9.0
Corsair Vengeance LPX 16 GB,,"[4, 2666]","[4, 4]",,Red,11.253,15.0
Kingston KVR16LE11K4/32I 32 GB,,"[3, 1600]","[4, 8]",,Black / Green,13.75,11.0
Crucial Ballistix Sport 4 GB,,"[3, 1333]","[2, 2]",,Black / Silver,13.503,9.0
GeIL EVO POTENZA 8 GB,,"[3, 2400]","[2, 4]",,Black / Red,9.167,11.0
Apotop U3A4Gx2-16CBWB 8 GB,,"[3, 1600]","[2, 4]",,White / Purple,13.75,11.0
TEAMGROUP Elite 8 GB,,"[4, 2133]","[1, 8]",,Black / Green,14.065,15.0
TEAMGROUP Elite Plus 16 GB,,"[4, 2400]","[4, 4]",,Black / Gold,13.333,16.0
Apotop U3A4Gx2-18C9PB 8 GB,,"[3, 1866]","[2, 4]",,White / Purple,9.646,9.0
Corsair Vengeance LPX 32 GB,,"[4, 2666]","[4, 8]",,Red,11.253,15.0
Mushkin Redline 16 GB,,"[4, 2400]","[4, 4]",,Red / White,10.833,13.0
Mushkin Blackline 16 GB,,"[4, 2133]","[2, 8]",,Black / White,11.252,12.0
Patriot PX432G280C6QK 32 GB,,"[4, 2800]","[4, 8]",,Black / Silver,10.714,15.0
Mushkin Blackline 32 GB,,"[3, 2133]","[4, 8]",,Black / White,10.314,11.0
Mushkin Blackline 16 GB,,"[3, 1600]","[4, 4]",,Black / White,11.25,9.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black / White,11.25,9.0
Mushkin Blackline 16 GB,,"[3, 1600]","[2, 8]",,Black / White,12.5,10.0
Silicon Power SP008GBLTU133N02 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
TEAMGROUP Elite 8 GB,,"[3, 1600]","[1, 8]",,Silver,13.75,11.0
Mushkin Redline 16 GB,,"[3, 1866]","[4, 4]",,Black / White,9.646,9.0
G.Skill Ripjaws 4 32 GB,,"[4, 2800]","[4, 8]",,Blue,10.714,15.0
Crucial Ballistix Elite 8 GB,,"[4, 2666]","[2, 4]",,Black,12.003,16.0
Patriot Viper 4 32 GB,,"[4, 2400]","[4, 8]",,Black / Red,12.5,15.0
Corsair Dominator Platinum 16 GB,,"[4, 3333]","[4, 4]",,Black / Silver,9.601,16.0
Kingston HX321LS11IB2K2/8 8 GB,,"[3, 2133]","[1, 8]",,Black / Silver,10.314,11.0
