name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Creative Labs 51MZ0210AA007,25.0,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Zalman ZM-DS4FBlack,,Circumaural,"[50, 20]",False,False,Closed,Black
Zalman ZM-DS4FWhite,,Circumaural,"[50, 20]",False,False,Closed,White / Black
Zalman ZM-RS6F,,Circumaural,"[50, 20]",False,False,Closed,Black
Audiovox 808-HPA88BKG,,Circumaural,"[20, 20]",False,False,Closed,Black
Audiovox 808-HPA88BKM,,Circumaural,"[20, 20]",False,False,Closed,Black
Audiovox HP335N,,Supra-aural,"[20, 20]",False,False,Closed,Black
Audiovox HP56BK,,Earbud,,False,False,Closed,Black
Audiovox WHP141B,,Circumaural,"[30, 12.5]",False,True,Closed,Black
Avid Technology DX-992,,In Ear,,False,False,Closed,White
Chester Creek Technologies HP 001 VC,,Circumaural,,False,False,Closed,Black
Chester Creek Technologies HP002VC,,Circumaural,,True,False,Closed,Black
Creative Labs HQ-1600,,Circumaural,"[20, 20]",False,False,Closed,Black / Beige
Creative Labs WP-300,,Circumaural,"[18, 22]",False,True,Closed,Black
Ergoguys 2800-BL,22.99,Supra-aural,"[20, 19]",False,False,Closed,Black / Blue
Ergoguys 2800-RD,21.99,Supra-aural,"[20, 20]",False,False,Closed,Black / Red
Ergoguys 2810-PA,,Circumaural,"[20, 19]",False,False,Closed,Multicolor
Etymotic Research ER7-MC3-BLACK-I,,In Ear,"[20, 15]",False,False,Closed,Black / Silver
Harman Kardon HARKAR-BT,,Circumaural,"[16, 20]",False,True,Closed,Black
Harman Kardon HARKARAE,,In Ear,,False,False,Closed,Black / Silver
Harman Kardon HARKARCL,,Circumaural,"[16, 20]",False,False,Closed,Black / Silver
Harman Kardon HARKARNC,,Circumaural,"[16, 20]",False,False,Closed,Black / Silver
Harman Kardon HARKARNI,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Harman Kardon J22BLK,,In Ear,"[18, 20]",False,False,Closed,Black / Silver
Harman Kardon J22WHT,,In Ear,"[18, 20]",False,False,Closed,White
Harman Kardon J33BLK,,In Ear,"[10, 24]",False,False,Closed,Black / Silver
Harman Kardon J55BLK,,Supra-aural,"[10, 24]",False,False,Closed,Black / Silver
Harman Kardon J55IWHT,,Supra-aural,"[10, 24]",False,False,Closed,White
Harman Kardon J55WHT,,Supra-aural,"[10, 24]",False,False,Closed,White
Harman Kardon J88IWHT,,Circumaural,"[8, 24]",True,False,Closed,White
Harman Kardon J88IWOR,,Circumaural,"[8, 24]",True,False,Closed,Orange / White
Harman Kardon J88WHT,,Circumaural,"[8, 24]",False,False,Closed,White
Harman Kardon J88WOR,,Circumaural,"[8, 24]",False,False,Closed,Orange / White
Logitech 981-000415,,Supra-aural,,True,False,Closed,Black / Silver
Logitech H340,20.61,Supra-aural,"[20, 20]",True,False,Closed,Black
Logitech Ultimate Ears 350vm,,In Ear,,True,False,Closed,Black / Silver
Logitech Ultimate ears 500vm,,Earbud,"[20, 20]",True,False,Closed,Black / Silver
Logitech 200vi,,Earbud,"[20, 20]",True,False,Closed,Purple
Logitech 600vi,,Earbud,"[20, 20]",True,False,Closed,Red / Silver
Astro A30,,Supra-aural,"[15, 28]",True,False,Closed,Black / Red
Asus Orion Pro,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Asus Vulcan Pro,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Corsair Vengeance 1300,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Corsair Vengeance 2000,,Circumaural,"[20, 20]",True,True,Closed,Black / Blue
Creative Labs ChatMax HS-420,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Creative Labs ChatMax HS-720,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Creative Labs Creative Fatal1ty,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs Tactic3D Wrath Wireless,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Creative Labs Tactic3D Rage,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Logitech B530,,Supra-aural,"[20, 20]",True,False,Closed,Black
Logitech H800,,Supra-aural,"[30, 15]",True,False,Closed,Black
Logitech H600,,Supra-aural,,True,True,Closed,Black / Blue
Mad Catz F.R.E.Q. 7,,Circumaural,,True,False,Closed,Black
Mad Catz F.R.E.Q. 5,,Circumaural,,True,False,Closed,Black
Mad Catz MCB434040002/02/1,,Supra-aural,"[20, 20]",True,False,Closed,Black
Mad Catz Kunai,,Supra-aural,"[20, 20]",True,True,Closed,Black
Mad Catz Kunai,,Supra-aural,"[20, 20]",True,True,Closed,Black
Mad Catz TRIAX180,,Circumaural,"[25, 22]",True,False,Closed,Black
ROCCAT Kulo,,Supra-aural,"[20, 20]",True,False,Closed,Black
ROCCAT Kulo - Virtual 7.1 Gaming Headset,,Supra-aural,"[20, 20]",True,False,Closed,Black
Razer Carcharias,,Circumaural,"[20, 20]",True,False,Closed,Black
Razer Tiamat 2.2,,Circumaural,"[20, 20]",True,False,Closed,Black
Razer Tiamat 7.1,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Razer Electra Essential Gaming & Music Headset,,Circumaural,"[25, 16]",True,False,Closed,Black / Green
Razer Electra Essential Gaming & Music Headset,,Circumaural,"[25, 16]",True,False,Closed,Black
Razer BlackShark,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Razer Kraken Pro,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Razer Carcharias,,Circumaural,"[20, 20]",True,False,Closed,Black
Sennheiser PC360,,Circumaural,"[15, 28]",True,False,Closed,Black
Sennheiser PC333D,,Circumaural,"[14, 22]",True,False,Closed,Black / Silver
Sennheiser CC 510,,Supra-aural,"[300, 3.4]",True,False,Closed,Black
Sennheiser CC550 IP,219.78,Supra-aural,"[150, 6.8]",False,False,Closed,Black
Sennheiser DW Pro2,,Supra-aural,,True,False,Closed,Black / Silver
Sennheiser PC141,,Supra-aural,"[40, 20]",True,False,Closed,Black / Silver
Sennheiser PC 310,,Supra-aural,"[17, 22]",True,False,Closed,Black
Sennheiser PC 320,,Circumaural,"[15, 230]",True,False,Closed,Black
SteelSeries Siberia v2,,Circumaural,"[18, 28]",True,False,Closed,Black / Red
SteelSeries Siberia v2,,Circumaural,"[18, 28]",True,False,Closed,Black / Blue
SteelSeries Siberia v2,,Circumaural,"[18, 28]",True,False,Closed,Black / White
SteelSeries Siberia v2,,Circumaural,"[18, 28]",True,False,Closed,Black / Gold
SteelSeries 61-053,,Circumaural,"[18, 28]",True,False,Closed,Black / Yellow
SteelSeries Flux,,Supra-aural,"[18, 28]",True,False,Closed,Black
SteelSeries 7H,,Circumaural,"[18, 28]",True,False,Closed,Black
SteelSeries 5H v2,,Circumaural,"[16, 28]",True,False,Closed,Black / White
SteelSeries 3H VR,,Circumaural,"[10, 27]",True,False,Closed,Black
SteelSeries Siberia v2,,Circumaural,"[18, 28]",True,False,Closed,Black / Silver
SteelSeries Flux,,Supra-aural,"[18, 28]",True,False,Closed,White
SteelSeries Guild Wars 2,,Supra-aural,"[18, 28]",True,False,Closed,White / Red
SteelSeries GH-100,,Supra-aural,,True,False,Closed,Black / Silver
Thermaltake Cronos,69.98,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Thermaltake CONSOLE,,Circumaural,,True,False,Closed,Black / Green
Turtle Beach EarForce Z2,,Circumaural,,True,False,Closed,Black / White
Turtle Beach Ear Force DP11,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Turtle Beach Ear Force Z11,,Circumaural,"[20, 20]",True,False,Closed,Black
Turtle Beach M5,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Turtle Beach Ear Force ZLa,,Supra-aural,"[20, 20]",True,False,Closed,Black
Turtle Beach Z22,,Circumaural,,True,False,Closed,Black / Red
Cooler Master CM Storm Sirus S,,Circumaural,"[10, 20]",True,False,Closed,Black / Red
Cooler Master CM Storm Sonuz,,Circumaural,"[10, 20]",True,False,Closed,Black / Red
Cooler Master CM Storm Pulse-R,,Circumaural,"[20, 20]",True,False,Closed,Black / White
Cooler Master CM Storm Sirus 5.1 w/ Tactical Mixing Console,,Circumaural,"[10, 20]",True,False,Closed,Black / Silver
Beyerdynamic Tesla T50p,,Supra-aural,"[10, 23]",False,False,Closed,Black / Silver
Beyerdynamic Trendline Virginia Rose MMX 41 iE,,In Ear,"[15, 20]",False,False,Closed,Purple / Black
Beyerdynamic Trendline Racing Green MMX 41 iE,,In Ear,"[15, 20]",False,False,Closed,Green / Black
Beyerdynamic MMX 101 iE,,In Ear,"[10, 23]",False,False,Closed,Black
AKG IP2,,In Ear,"[12, 23.5]",False,False,Closed,Black / Silver
AKG K-495NC,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
AKG K142HD,,Circumaural,"[18, 24]",False,False,Closed,Black / Silver
AKG K242HD,,Circumaural,"[15, 25]",False,False,Semi-open,Black / Silver
AKG K267 TIESTO,,Circumaural,"[5, 30]",False,False,Closed,Black / Silver
AKG K272 HD,,Circumaural,"[16, 28]",False,False,Closed,Black / Silver
AKG K326BLK,,Earbud,"[17, 23]",True,False,Closed,Black
AKG K326RED,,Earbud,"[17, 23]",True,False,Closed,Black / Red
AKG K326SNY,,Earbud,"[17, 23]",True,False,Closed,Black / Yellow
AKG K328SBP,,Earbud,"[13, 22.5]",True,False,Closed,Black / Purple
AKG K328SBR,,Earbud,"[13, 22.5]",True,False,Closed,Black / Red
AKG K350 WHT,,In Ear,"[12, 23.5]",True,False,Closed,White
AKG K374SLV,,In Ear,"[10, 24]",False,False,Closed,Black / Silver
AKG K420BLU,,Circumaural,"[13, 27]",False,False,Semi-open,Black / Blue
AKG K430WHT,,Circumaural,"[12, 28]",False,False,Closed,White
AKG K451BLK,,Supra-aural,"[11, 29.5]",False,False,Closed,Black / Silver
AKG K490 NC,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
AKG K512 MKII,,Circumaural,"[16, 20]",False,False,Closed,Black / Silver
AKG K518LERED,,Circumaural,"[16, 24]",False,False,Closed,Black / Red
AKG K518LEWHT,,Circumaural,"[16, 24]",False,False,Closed,Black / White
AKG K518LE,,Circumaural,"[16, 24]",False,False,Closed,Black / Yellow
AKG K551SLV,,Circumaural,"[12, 28]",True,False,Closed,Black / Silver
AKG K619RED,,Circumaural,"[16, 24]",True,False,Closed,Black / Red
AKG K840 KL,,Supra-aural,"[10, 31]",False,False,Closed,Black / Silver
AKG Q701WHT,,Circumaural,"[10, 39.8]",False,False,Open,Black / White
AKG K391NC,,In Ear,"[12, 24]",True,False,Closed,Black / Silver
Audio-Technica ATH-M50,,Circumaural,"[15, 28]",False,False,Closed,Black
Mad Catz F.R.E.Q. 7,,Circumaural,,True,False,Closed,Black
Mad Catz F.R.E.Q. M,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Mad Catz MOV471060002/04/1,,Circumaural,,True,False,Closed,Black
Etymotic Research HF2,,In Ear,"[20, 15]",True,False,Closed,Black / White
Etymotic Research HF2,,In Ear,"[20, 15]",True,False,Closed,Blue / White
Gear Head BN2450NC,,Supra-aural,"[20, 15]",True,False,Closed,Black
Gigabyte GP-FLY,,Supra-aural,"[15, 20]",False,False,Closed,Black / Silver
Hercules 4780507,,Circumaural,"[20, 20]",False,False,Closed,Black
Koss 154328,,Circumaural,"[30, 20]",False,False,Closed,Black
Koss SB49,,Circumaural,"[18, 20]",True,False,Closed,Black / White
Koss 178203,39.99,Circumaural,,True,False,Closed,Black / Silver
Koss CS95USB,23.96,Supra-aural,"[30, 16]",True,False,Closed,Black / Silver
Koss KEB6W,,In Ear,,False,False,Closed,White
Koss KMO10G,,Earbud,"[60, 20]",False,False,Closed,Camo
Koss KMO10P,,Earbud,"[60, 20]",False,False,Closed,Pink
Koss KMO5G,,Earbud,"[60, 20]",False,False,Closed,Green
Koss UR22V,,Circumaural,"[20, 20]",False,False,Closed,Black
Philips SHS4150,,Earbud,,False,False,Closed,White
Philips HS430,,Supra-aural,"[12, 20]",False,False,Closed,Black / Blue
Philips LFH2236/00,39.99,Supra-aural,"[18, 20]",False,False,Closed,Black / Silver
Philips SHL1601,,Supra-aural,,False,False,Closed,Pink
Philips SHE2100BK28,,Earbud,"[12, 22]",False,False,Closed,Black
Philips SHE2100BL28,18.98,Earbud,"[12, 22]",False,False,Closed,White / Blue
Philips SHE2100BL28,,Earbud,"[12, 22]",False,False,Closed,Black
Philips SHE2100GY28,18.75,Earbud,"[12, 22]",False,False,Closed,Black / Silver
Philips SHE2100PK28,,Earbud,"[12, 22]",False,False,Closed,Pink / White
Philips SHE2100PP28,18.98,Earbud,"[12, 22]",False,False,Closed,Purple
Asus NC1/BLK/ALW/AS,,Supra-aural,"[16, 22]",False,False,Closed,Black
Audiovox RCA-WHP141B,,Circumaural,,False,True,Closed,Black
Cobra EHH007BK,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Coby CV-121,,Circumaural,,False,False,Closed,Black / Silver
Coby CV195,,Circumaural,,False,False,Closed,Black
Coby 716829222331,,Supra-aural,,False,False,Closed,Black / Silver
Coby CV-121,,Circumaural,,False,False,Closed,Black / Silver
Coby CV400GRN,,Supra-aural,,False,False,Closed,Black / Green
Coby CV400GRN,,Supra-aural,,False,False,Closed,Black / Red
Coby CVH32,,Supra-aural,,False,False,Closed,Black
Coby CV-121,,Circumaural,,False,False,Closed,Black / Silver
Coby CV-H32,,Supra-aural,,False,False,Closed,Black
Coby CV-H42,,Supra-aural,,False,False,Closed,Black
Coby CV135,,Supra-aural,,False,False,Closed,Black
Coby CV135BLU,,Supra-aural,,False,False,Closed,Black / Blue
Coby CV135,,Supra-aural,,False,False,Closed,Black / Red
Coby CV135SVR,,Supra-aural,,False,False,Closed,Black / Silver
Coby CV140BLK,,Supra-aural,,False,False,Closed,Black / Red
Coby CV140SVR,,Supra-aural,,False,False,Closed,Black / Silver
Coby CV145BLK,,Supra-aural,,False,False,Closed,Black
Coby CV145BLU,,Supra-aural,,False,False,Closed,Black
Coby CV145RED,,Supra-aural,,False,False,Closed,Black / Red
Coby CV145SVR,,Supra-aural,,False,False,Closed,Black / Silver
Coby CV18523BLK,,Supra-aural,,False,False,Closed,Black
Coby CV18523RED,,Circumaural,,False,False,Closed,Black / Red
Coby CV195,,Circumaural,,False,False,Closed,Black
Corsair Raptor H3,,Circumaural,"[20, 20]",True,False,Closed,Black
Yapster TM-YB100A,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
AKG K3003i,,In Ear,"[10, 30]",False,False,Closed,Black / Silver
AKG K618 DJ,,Supra-aural,,False,False,Closed,Black
Beyerdynamic T70P,,Circumaural,"[5, 40]",False,False,Closed,Black / Silver
Harman Kardon J22IBLK,,In Ear,"[18, 20]",True,False,Closed,Black / Red
Harman Kardon JBLQSINBLK,,In Ear,,True,False,Closed,Black / Red
Harman Kardon JBLQSONBLK,,Supra-aural,,True,False,Closed,Black / Red
Harman Kardon JBLQSONWHT,,Supra-aural,,True,False,Closed,White / Red
Harman Kardon JBLRXONSUN,,Supra-aural,,True,False,Closed,Multicolor
Harman Kardon JBLRXONWHT,,Supra-aural,,True,False,Closed,Black / White
Harman Kardon TMG21W,,In Ear,"[13, 22.5]",False,False,Closed,Brown
Harman Kardon TMG81W,,Supra-aural,"[18, 24]",False,False,Closed,White
Logitech UE 500,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Logitech UE 200,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Logitech UE 200,,In Ear,,False,False,Closed,Black / Silver
Logitech UE200,,In Ear,,False,False,Closed,Black / Purple
Logitech UE 200,,In Ear,,False,False,Closed,Black / Blue
Logitech UE 100,,In Ear,"[20, 20]",False,False,Closed,Multicolor
Logitech 200vi,,In Ear,"[20, 20]",False,False,Closed,Purple
Logitech Ultimate Ears 200vi,,In Ear,"[20, 20]",True,False,Closed,Blue
Logitech UE 500vi,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Logitech BH320,,Earbud,,False,False,Closed,Black / Silver
Sony DR-EX12iP/BLU,,In Ear,"[8, 22]",False,False,Closed,Blue / White
Sony DR-EX12iP/RED,,In Ear,"[8, 22]",False,False,Closed,Red / White
Sony DR-EX14VP/BLK,,In Ear,"[8, 22]",False,False,Closed,Black
Sony DR-EX14VP/PNK,,In Ear,"[8, 22]",False,False,Closed,Pink / White
Sony DR-EX14VP/PNK,,In Ear,"[8, 22]",False,False,Closed,White / Purple
Sony DRBTN200B,,Supra-aural,"[10, 24]",False,False,Closed,Black
Sony DRBTN200W,,Supra-aural,"[20, 20]",False,False,Closed,White
Sony DREX12IP/BLK,,In Ear,"[8, 22]",False,False,Closed,Black
Sony DREX61IP,,In Ear,"[5, 23]",True,False,Closed,Black
Sony DRPQ7IP/RED,,In Ear,"[8, 22]",False,False,Closed,Black / Red
Sony MDR-AS200 BLU,,Earbud,"[17, 22]",False,False,Closed,Black / Blue
Sony MDR-EX10LP/BLK,,In Ear,"[8, 22]",False,False,Closed,Black
Sony MDR-EX10LP/DBL,,In Ear,"[8, 22]",False,False,Closed,Blue / White
Sony MDR-EX58V/BLK,,In Ear,"[5, 23]",False,False,Closed,Black / Silver
Sony MDR-EX58V/BLU,,In Ear,"[5, 23]",False,False,Closed,Black / Blue
Sony MDR-EX58V/RED,,In Ear,"[5, 23]",False,False,Closed,Black / Red
Sony MDR-EX58V/VLT,,In Ear,"[5, 23]",False,False,Closed,Black / Purple
Sony MDR-EX58V/WHI,,In Ear,"[5, 23]",False,False,Closed,White
Sony MDR-NC13,,In Ear,"[10, 22]",False,False,Closed,Black
Sony MDRAS400IPB,,In Ear,,True,False,Closed,Black
Sony MDRAS400IPW,,In Ear,,True,False,Closed,White
Sony MDRAS40EX,,In Ear,"[10, 23]",False,False,Closed,Black / Silver
Sony MDRE9LP/GRAY,,Earbud,"[18, 22]",False,False,Closed,Translucent Black
Sony MDRE9LP/GRN,,Earbud,"[18, 22]",False,False,Closed,Green / White
Sony MDRE9LP/PNK,,Earbud,"[18, 22]",False,False,Closed,Green / White
Sony MDRE9LP/RED,,Earbud,"[18, 22]",False,False,Closed,Red / White
Sony MDRE9LP/VLT,,Earbud,"[18, 22]",False,False,Closed,White / Purple
Sony MDR-ED12LP/BLU,,In Ear,"[8, 22]",False,False,Closed,Black / Blue
Sony MDRED12LP/SLV,,In Ear,"[8, 22]",False,False,Closed,Black / Silver
Sony MDREX100IPB,,In Ear,"[5, 24]",False,False,Closed,Black / Silver
Sony MDREX100IPW,,In Ear,"[5, 24]",False,False,Closed,White
Sony MDREX10LP/RED,,In Ear,"[8, 22]",False,False,Closed,Red / White
Sony MDREX10LP/VLT,,In Ear,"[8, 22]",False,False,Closed,White / Purple
Sony MDREX10LP/WHI,,In Ear,"[8, 22]",False,False,Closed,White
Sony MDR-EX38iP/BLK,,In Ear,"[6, 23]",False,False,Closed,Black
Sony MDR-EX38iP/WHI,,In Ear,"[6, 23]",False,False,Closed,White
Sony MDREX40LP/BLU,,In Ear,"[6, 23]",False,False,Closed,Blue / White
Sony MDREX40LP/PNK,,In Ear,"[6, 23]",False,False,Closed,Pink
Sony MDREX40LP/VLT,,In Ear,"[6, 23]",False,False,Closed,Purple
Sony MDREX40LP/WHI,,In Ear,"[6, 23]",False,False,Closed,White
Sony MDRNC100D,,In Ear,"[8, 23]",False,False,Closed,Black
Sony MDRXB21EX,,In Ear,"[5, 23]",False,False,Closed,Black
Sony XBA-3iP,,In Ear,"[4, 28]",False,False,Closed,Black / Silver
Sony MDREX38iP/BLK EX,,In Ear,,False,False,Closed,Black
Sony MDR-EX40LP,,In Ear,,False,False,Closed,Black
Sony DR-310DP/WHI,,Supra-aural,,False,False,Closed,White
Sony DR-AS22IP,,Earbud,"[18, 22]",False,False,Closed,Black
Sony DRPQ7IP/VLT,,In Ear,,True,False,Closed,Black / Purple
Sony MDR-E818LP,,Earbud,"[12, 22]",False,False,Open,Black / Silver
Sony MDR-EX37B/BLK,,In Ear,"[6, 23]",False,False,Closed,Black / Silver
Sony MDR-EX37B/YLW,,In Ear,"[6, 23]",False,False,Closed,Black / Yellow
Sony MDRED12LP/SILVER,,In Ear,,False,False,Closed,Black / Silver
Sony MDREX100APL,,In Ear,"[5, 24]",False,False,Closed,Black / Blue
Sony MDREX100APP,,In Ear,"[5, 24]",False,False,Closed,Black / Pink
Sony MDREX25LPBLU,,In Ear,"[6, 23]",False,False,Closed,Blue / White
Sony MDREX25LPPNK,,In Ear,"[6, 23]",False,False,Closed,Pink
Sony MDREX25LPVLT,,In Ear,"[6, 23]",False,False,Closed,Purple
Sony MDREX38IP/BQ(U),,In Ear,,False,False,Closed,Black
Sony MDREX38IP/WQ(U),,In Ear,,False,False,Closed,White
Sony XBA-1,,In Ear,"[5, 25]",False,False,Closed,Black / Silver
Sony XBAC10IPBL,,In Ear,"[5, 25]",True,False,Closed,Black
Sony XBAC10IPWH,,In Ear,"[5, 25]",True,False,Closed,White
A4Tech L-610-1,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
A4Tech MK-630P,,In Ear,"[20, 20]",False,False,Closed,Pink / White
A4Tech MK-650P,,In Ear,"[20, 20]",False,False,Closed,Pink / Silver
Creative Labs Aurvana In-Ear2,,In Ear,"[15, 16]",False,False,Closed,Black / Silver
Creative Labs HQ-1450,,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Creative Labs Aurvana In-Ear3,,In Ear,"[10, 17]",False,False,Closed,Black / Silver
Creative Labs EP-660,,In Ear,"[6, 23]",False,False,Closed,Black / Silver
Creative Labs Hs-430,24.99,Supra-aural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs EP-830,,In Ear,"[6, 23]",False,False,Closed,Black / Silver
Cyber Acoustics AC-100B,18.95,Supra-aural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics AC-200B,,Supra-aural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics AC-744,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics ACM-940,,Circumaural,"[20, 20]",False,False,Closed,Black
Cyber Acoustics AC-201,12.99,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics AC-400MV,,Supra-aural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics AC-404,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics AC-648,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics AC-744,,Supra-aural,,True,False,Closed,Black / Silver
Cyber Acoustics AC-840,16.98,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics AC-94,,Earbud,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics AC-960,,Circumaural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics AC-9648,,Circumaural,,True,False,Closed,Black / Silver
Cyber Acoustics AC-96I,,In Ear,,True,False,Closed,Black / Silver
Cyber Acoustics AC-740,,Earbud,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics ACM-62B,,Supra-aural,"[20, 18]",False,False,Closed,Black
Cyber Acoustics ACM-7002,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Cyber Acoustics ACM-940,,Circumaural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics HE200RB,,Supra-aural,,False,False,Closed,Black / Silver
Altec Lansing MZX736,,In Ear,"[20, 20]",False,False,Closed,Blue / White
Antec BXH-100 BLK,,In Ear,"[20, 20]",False,False,Closed,Black / Red
Antec BXH-100 GRN,,In Ear,"[20, 20]",False,False,Closed,Green / White
Antec BXH-100 GRY,,In Ear,"[20, 20]",False,False,Closed,Black / Gray
Antec BXH-100 SIL,,In Ear,"[20, 20]",False,False,Closed,Silver
Antec BXH-100 WHI,,In Ear,"[20, 20]",False,False,Closed,White / Purple
Apple MB770G,,Earbud,,True,False,Closed,White
ARCTIC P301,,Circumaural,"[12, 24]",True,False,Closed,Black / Silver
Panasonic RP-HT227,,Circumaural,,False,False,Closed,Black / Silver
Panasonic RP-DJS400-R,,Supra-aural,"[10, 27]",False,False,Closed,Black / Red
Panasonic RP-DJS400-W,,Circumaural,"[10, 27]",False,False,Closed,White
Panasonic RP-DJS400-Z,,Supra-aural,"[10, 27]",False,False,Closed,White / Pink
Panasonic RP-HT227,,Circumaural,"[18, 22]",False,False,Closed,Black / Silver
Panasonic RP-HTF295,,Circumaural,,False,False,Closed,Black
Panasonic RP-HTF600-S,,Circumaural,"[10, 28]",False,False,Closed,Black / Silver
Panasonic RP-HTF890-S,,Circumaural,"[5, 30]",False,False,Open,Black / Silver
Panasonic RP-HTX7-A1,,Circumaural,,False,False,Closed,Black / Blue
Panasonic RP-HTX7-C1,,Circumaural,,False,False,Closed,Black / White
Panasonic RP-HTX7-G1,,Circumaural,"[7, 22]",False,False,Closed,Black / Green
Panasonic RP-HTX7-K1,,Circumaural,"[7, 22]",False,False,Closed,Black / Silver
Panasonic RP-HTX7-W1,,Circumaural,"[7, 22]",False,False,Closed,Black / White
Panasonic RP-HTX7P1,,Circumaural,"[7, 22]",False,False,Closed,Black / Pink
Panasonic RP-HTX7R1,,Circumaural,"[7, 22]",False,False,Closed,Black / Red
Panasonic RP-HX35-R,16.98,Supra-aural,"[10, 25]",False,False,Closed,Black / Red
Panasonic RPHT360,,Circumaural,"[10, 27]",False,False,Closed,Black / Silver
Shure SE215CLR,,In Ear,,False,False,Closed,Translucent Black
Yamaha RH5MA,,Supra-aural,"[20, 20]",False,False,Closed,Black
Razer Star Wars: The Old Republic Gaming Headset,,Circumaural,,True,False,Closed,Black / White
SteelSeries 51006,,Circumaural,,True,False,Closed,Black / White
SteelSeries Siberia,,In Ear,"[30, 24]",False,False,Closed,White
SteelSeries 7H,,Circumaural,"[18, 28]",True,False,Closed,Black
SteelSeries 5H v2,,Circumaural,"[16, 28]",True,False,Semi-open,Black
SteelSeries Siberia V2,,Circumaural,"[18, 28]",True,False,Closed,Black / White
SteelSeries SS-61001,,Circumaural,"[16, 28]",True,False,Closed,Black / Silver
Yamaha EPH-100,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Yamaha EPH-20 Black,,In Ear,"[20, 21]",False,False,Closed,Black
Yamaha EPH-20 Indigo,,In Ear,"[20, 21]",False,False,Closed,Black / Purple
Yamaha EPH-20BR,,In Ear,"[20, 21]",False,False,Closed,Black / Red
Yamaha EPH-20BU,,In Ear,"[20, 21]",False,False,Closed,Black / Purple
Yamaha EPH-20GN,,In Ear,"[20, 21]",False,False,Closed,Black / Green
Yamaha EPH-30WH,,In Ear,"[20, 21]",False,False,Closed,White
Yamaha EPH-50,,In Ear,"[20, 21]",False,False,Closed,Black
Yamaha EPH-50 White,,In Ear,"[20, 21]",False,False,Closed,White
Yamaha EPH-50WH,,In Ear,"[20, 21]",False,False,Closed,White
Yamaha EPH-C500-BL,,In Ear,,False,False,Closed,Black / Silver
Yamaha EPH-C500-WH,,In Ear,,False,False,Closed,White
Yamaha HPH-200BL,,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Yamaha HPH-200BL,,Supra-aural,"[20, 20]",False,False,Closed,White
Yamaha HPH-PRO300BL,,Supra-aural,"[20, 20]",False,False,Closed,Black / White
Yamaha HPH-PRO300BU,,Supra-aural,"[20, 20]",False,False,Closed,Black / Blue
Yamaha HPH-PRO300WH,,Supra-aural,"[20, 20]",False,False,Closed,Black / White
Yamaha HPH-PRO400BL,,Supra-aural,"[20, 20]",False,False,Closed,Black / White
Yamaha HPH-PRO400WH,,Supra-aural,"[20, 20]",False,False,Closed,White / Black
Yamaha HPH-PRO500BL,,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Yamaha RH1C,14.95,Supra-aural,"[20, 20]",False,False,Open,Black
