name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Cougar 300M,,Optical,Wired,4000.0,Right,Black / Orange
Cougar 500M,,Optical,Wired,4000.0,Right,Black / White
Cougar 550M,,Optical,Wired,6400.0,Right,Black / Orange
Gear Head MP2120CMO,,Optical,Wireless,,Both,Camo
Gear Head MP2120RDF,,Optical,Wireless,,Both,Black / Red
Gear Head MP2120SNL,,Optical,Wireless,,Both,Black / White
Logitech M325 Purple Peace,,Optical,Wireless,1000.0,Both,White / Purple
Logitech M325 Moody Blue,29.99,Optical,Wireless,1000.0,Both,Blue
Logitech M325 Zany,,Optical,Wireless,1000.0,Both,Silver / White
Logitech M325,,Optical,Wireless,1000.0,Both,Multicolor
Etekcity Scroll Alpha,,Laser,Wired,8200.0,Both,Black / Blue
Kensington K72392US,22.12,Optical,Wireless,1000.0,Both,Black
SolidTek MS-233BU,,Optical,Wired,,Both,Black
Adesso iMouse E50,,Laser,Wireless,1000.0,Right,Black
Adesso iMouse E60L,,Optical,Wireless,1000.0,Both,Blue / Silver
Adesso iMouse E60W,,Optical,Wireless,1000.0,Both,White
Adesso iMouse W2,,Optical,Wired,800.0,Both,Black
Gear Head MPT3500PUR-CP10,,Optical,Wireless,800.0,Right,Black / Purple
Logitech M185,13.99,Optical,Wireless,,Both,Gray
Microsoft GMF-00403,,Optical,Wireless,,Both,Multicolor
IOGEAR Chimera M2,,Optical,Wired,2000.0,Right,Black
Lenovo 40K9200,,Optical,Wired,,Both,Black
Logitech M185,,Optical,Wireless,1000.0,Both,Black
Logitech M185,19.98,Optical,Wireless,1000.0,Both,Black
Logitech M187,39.99,Optical,Wireless,1000.0,Both,Red
SMK-Link VP3815-TAA,,Optical,Wired,800.0,Both,Black
V7 GM110-2N,,Optical,Wired,4000.0,Right,Black / White
V7 GM120-2N,,Optical,Wired,4000.0,Right,Black / Orange
Adesso IMOUSES4,,Optical,Wired,1600.0,Both,Black
Patriot Viper V560,,Laser,Wired,8200.0,Right,Black / Red
Takara Tomy Transformers DinoSaurer,,Optical,Wired,,Both,Black / Orange
GE 97986,,Optical,Wired,,Both,Black
Asus STRIX CLAW DARK EDITION,,Optical,Wired,5000.0,Right,Black / Orange
Genius M6-600,,Optical,Wired,5000.0,Right,Black / White
Genius M8-610,,Laser,Wired,8200.0,Right,Black / White
Adesso iMouse E60P,,Optical,Wireless,1000.0,Both,Pink
Adesso iMouse E60Y,,Optical,Wireless,1000.0,Both,Yellow
Corsair M65,,Laser,Wired,8200.0,Right,Black
EVGA TORQ X3,,Optical,Wired,4000.0,Both,Black / Silver
Gear Head MP2120LPD,,Optical,Wireless,,Both,Black / Orange
Genius NX-7000,,Laser,Wireless,1200.0,Both,Black / White
Genius NX-7000,,Laser,Wireless,1200.0,Both,Green / White
Mad Catz R.A.T. PRO X,,Laser,Wired,8200.0,Right,Black / Green
Microsoft 3600,26.95,Optical,Wireless,,Both,Blue
Razer Diamondback,,Laser,Wired,16000.0,Both,Black
Adesso iMouse E60B,,Optical,Wireless,1000.0,Both,Black / Silver
Adesso iMouse E60G,,Optical,Wireless,1000.0,Both,Green / Silver
Genius M6-400,,Optical,Wired,5000.0,Both,Black / Gold
HEC HM153,,Optical,Wired,1600.0,Both,Black / Red
A4Tech G7CR-60B,,Optical,Wireless,,Right,Black
A4Tech TL80,60.0,Laser,Wired,8200.0,Both,Black / Red
Kensington K74531WW,11.0,Optical,Wired,,Both,White
Kensington K74532WW,19.1,Optical,Wireless,,Both,White
Ninox Aurora,,Optical,Wired,4000.0,Right,Black / Red
Mad Catz R.A.T. PRO X,,Laser,Wired,8200.0,Right,Black / Yellow
Mad Catz R.A.T. PRO X,,Optical,Wired,5000.0,Right,Black / Yellow
Razer Orochi 8200 Chroma,,Laser,Wireless,8200.0,Both,Black
SteelSeries Rival 100,,Optical,Wired,4000.0,Right,Black / Yellow
SteelSeries Rival 300,,Optical,Wired,6500.0,Right,Silver
Feenix Nascita,,Laser,Wired,8200.0,Right,Black / White
Cooler Master Xornet II,,Optical,Wired,3320.0,Right,Black
A4Tech ML160,,Laser,Wired,8200.0,Right,Black
Adesso iMouse E2,,Optical,Wired,3200.0,Right,Black
Adesso iMouse E20,,Laser,Wireless,3200.0,Right,Black
Adesso iMouse E40,,Optical,Wireless,1000.0,Right,Black
Gear Head MP1975BLK,,Optical,Wireless,,Right,Black
Gear Head MP1975BLU,,Optical,Wireless,,Both,Blue
Gear Head MP1975RED,,Optical,Wireless,,Both,Red
Gear Head MP2100NBL,,Optical,Wireless,,Both,Blue
Gear Head MP2100NGR,,Optical,Wireless,,Both,Green
Gear Head MP2100NPK,,Optical,Wireless,,Both,Pink
Gear Head MP2100NPR,,Optical,Wireless,,Both,Purple
HP X1500,,Optical,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,,Laser,Wireless,1000.0,Both,Black
Razer DeathAdder Chroma(Call of Duty: Black Ops III Edition),,Optical,Wired,10000.0,Right,Black / Silver
ROCCAT Kiro,,Optical,Wired,4000.0,Both,Black
SteelSeries Rival 100,43.77,Optical,Wired,4000.0,Right,White
Microsoft Arc Touch,,Laser,Bluetooth Wireless,,Both,Gray
SteelSeries Rival 100,,Optical,Wired,4000.0,Right,Green
Monoprice MP-AM,,Optical,Wired,2300.0,Both,Black / Red
Satechi Edge,,Optical,Wireless,4000.0,Right,Black
Cooler Master Sentinel III,,Optical,Wired,6400.0,Right,Black
HP Star Wars Special Edition,,Laser,Wireless,,Both,Black / Red
Kensington Pro Fit Mid-Size Mouse,,Optical,Wireless,1750.0,Right,Black
Logitech 910-001648,,Optical,Wired,,Both,Black
Logitech M525,,Optical,Wireless,,Both,Black / Red
Logitech 910-002897,,Laser,Wireless,,Right,Black
Logitech M325 Brilliant Rose,,Laser,Wireless,,Both,Black / Pink
Mad Catz R.A.T. PRO S,,Optical,Wired,5000.0,Right,Black / Green
Mad Catz R.A.T.1,,Optical,Wired,3500.0,Both,Green
Microsoft Comfort Mouse 4500,,Laser,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,34.97,Laser,Wireless,,Right,Black / Silver
Microsoft Mobile 3500,35.46,Laser,Wireless,,Both,Black
Microsoft GMF-00045,,Laser,Wireless,,Both,Black
Microsoft Wireless Mobile Mouse 3500,,Laser,Wireless,,Both,Black / Pink
Microsoft Arc Touch,67.79,Laser,Wireless,,Both,Black / Silver
Microsoft U81-00010,,Optical,Wired,,Both,Black
Targus AMW50CA,,Optical,Wireless,,Both,Black / Silver
Monoprice 109287,,Laser,Wired,,Both,Black
Jeecoo James Donkey 007,,Laser,Wired,8200.0,Both,Gunmetal
SHARKK MS-SK2562,,Laser,Wired,16400.0,Right,Black / Blue
Sentey GS-3521,,Laser,Wired,3400.0,Right,Black / Red
ROCCAT Nyth,,Laser,Wired,12000.0,Right,White
Genius NX 7010,,Optical,Wireless,,Both,Gray
Genius Ammox X1 400,,Optical,Wired,3200.0,Both,Black / Red
Gigabyte XM300,,Optical,Wired,6400.0,Right,Black
SHARKK MS-SK2511,,Optical,Wireless,1600.0,Right,Black
SHARKK MS-SK2541,,Laser,Wired,16400.0,Right,Black
SHARKK SK137G,,Optical,Wireless,1600.0,Right,Black
SIIG JK-US0A12-S1,,Optical,Wired,1000.0,Both,Black
SIIG JK-US0B12-S1,,Optical,Wired,1000.0,Both,Black / Blue
SIIG JK-US0C12-S1,,Optical,Wired,1000.0,Both,Black / Red
SIIG JK-US0D12-S1,,Optical,Wired,1000.0,Both,White / Silver
SIIG JK-US0H12-S1,,Optical,Wired,1000.0,Both,Black
Toshiba PA3570U-1ETA,,Laser,Wired,1600.0,Both,Black / Silver
Zalman ZM-M130CB,,Optical,Wired,2400.0,Right,Black / Blue
Zalman ZM-M130CWH,,Optical,Wired,2400.0,Right,White
Zalman ZM-M501R,,Optical,Wired,4000.0,Right,Black
Zalman ZM-M520WBK,,Optical,Wireless,16000.0,Right,Black
Zalman ZM-M520WR,,Optical,Wireless,16000.0,Both,Red
Cobra CORBA JUNOR,,Optical,Wired,1600.0,Right,Black / Red
Cobra Auroza type G,,Optical,Wired,3000.0,Right,Black
Cobra Mazer,,Optical,Wired,2500.0,Right,White
Lenovo ThinkPad X1,,Laser,Bluetooth Wireless,1000.0,Both,Black / Red
UtechSmart Uranus,,Laser,Wired,16400.0,Right,Black
SHARKOON SHARK Force,,Optical,Wired,1600.0,Right,Green
SHARKOON SHARK Force,,Optical,Wired,1600.0,Right,Pink
SHARKOON SHARK Force,,Optical,Wired,1600.0,Right,White
Sentey Lumenata Pro SP,,Laser,Wired,8200.0,Right,Black
Asus Cerberus Arctic,,Optical,Wired,2500.0,Both,White / Black
Corsair Sabre RGB,,Optical,Wired,6400.0,Right,Black
Ducky Secret RGB,,Optical,Wired,5000.0,Right,Black
Thermaltake VENTUS Z,,Laser,Wired,11000.0,Right,Black
Mars Gaming MM1,,Optical,Wired,3200.0,Right,Black / Red
Cougar Revenger,,Optical,Wired,12000.0,Right,Black
Hcman 325US,,Laser,Wired,3000.0,Right,Black / Yellow
Hcman Donkey112,,Laser,Wired,2000.0,Right,Black / Yellow
NOX Krom Khanda,,Optical,Wired,4000.0,Right,Black / Orange
NOX Krom Korps,,Laser,Wired,8200.0,Right,Black / Orange
Creative Labs Siege M04,,Optical,Wired,12000.0,Right,Black
RIOTORO URUZ Z5 Classic RGB,,Optical,Wired,4000.0,Right,Black
RIOTORO URUZ Z5 Lightning RGB,,Optical,Wired,4000.0,Right,Black
Cougar 450M (Black/Orange),,Optical,Wired,5000.0,Both,Black / Orange
GAMDIAS ZEUS P1 RGB,,Optical,Wired,12000.0,Right,Black
Gigabyte AIRE M73,,Optical,Wireless,1000.0,Right,Black
MSI Interceptor DS100,,Laser,Wired,3500.0,Both,Black / Red
Cougar 450M (Black/Green),,Optical,Wired,5000.0,Both,Black / Green
Cougar Minos X1,,Optical,Wired,2000.0,Right,Black
Cougar Minos X3,,Optical,Wired,3200.0,Right,Black
Razer D.Va Abyssus Elite,,Optical,Wired,7200.0,Both,Blue / Pink
GranVela 325,,Optical,Wired,3000.0,Right,Black / Yellow
Microsoft ELH-00001,,Optical,Bluetooth Wireless,,Both,Gray
HP Pulsefire FPS,,Optical,Wired,3200.0,Right,Black / Red
HIRALIY HR-F300,,Optical,Wired,5000.0,Right,Black
Rosewill ION D21,,Optical,Wired,4000.0,Right,White
Adesso iMouse X2,22.99,Optical,Wired,3200.0,Right,Black
Adesso iMouse S60B,19.53,Optical,Wireless,1600.0,Right,Black / Silver
Adesso iMouse S60L,15.21,Optical,Wireless,1600.0,Right,Blue / Black
Adesso iMouse S8L,10.79,Optical,Wired,1600.0,Both,Blue / Black
Razer Deathadder Elite Overwatch Edition,,Optical,Wired,16000.0,Right,Black / Orange
Mionix AVIOR-7000,49.99,Optical,Wired,7000.0,Both,Black
IOGEAR Kaliber Gaming FOKUS II Pro,44.99,Optical,Wired,12000.0,Both,Black / Green
Mionix Castor French Fries,,Optical,Wired,5000.0,Right,Yellow
Mionix Castor Shark Fin,,Optical,Wired,5000.0,Right,Gray
Mionix Castor Black,,Optical,Wired,5000.0,Right,Black
Mionix Castor Frosting,,Optical,Wired,5000.0,Right,Pink
Cougar 700M EVO,,Optical,Wired,16000.0,Right,Black
Mionix Avior Shark Fin,,Optical,Wired,5000.0,Both,Gray
Mionix Castor Ice Cream,,Optical,Wired,5000.0,Right,Blue
Zowie EC1-B CS:GO,,Optical,Wired,3200.0,Right,Black / Gold
Corsair GLAIVE RGB PRO,,Optical,Wired,18000.0,Right,Black
IOGEAR Kaliber Gaming KORONA RGB,32.95,Optical,Wired,5000.0,Right,Black
MSI CLUTCH GM10,,Optical,Wired,2400.0,Right,Black / Red
SteelSeries Rival 310 PUBG Edition,,Optical,Wired,12000.0,Right,Black / Blue
Logitech M325 Purple Peace,,Optical,Wireless,1000.0,Both,White / Purple
ROCCAT Lua,,Optical,Wired,2000.0,Both,Black / Blue
Logitech M187,14.99,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Blu Trance,,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Lady Lily,,Optical,Wireless,1000.0,Both,White / Multicolor
Logitech M325c Floral Spiral,32.99,Optical,Wireless,1000.0,Both,White / Pink
Logitech M325c Taboo,,Optical,Wireless,1000.0,Both,Black / Red
Logitech M325c Natural Jewelry,,Optical,Wireless,1000.0,Both,Purple / Multicolor
Logitech M325c Dark Fleur,,Optical,Wireless,1000.0,Both,White / Black
Logitech M317C Blue Trance,35.86,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M317c Lady on the Lily,,Optical,Wireless,1000.0,Both,White / Multicolor
Logitech M317c Dark Fleur,,Optical,Wireless,1000.0,Both,White / Black
Logitech M325c Forest Floral,28.27,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Himalayan Fern,16.0,Optical,Wireless,1000.0,Both,Silver / Black
Logitech M325c Urban Grey,,Optical,Wireless,1000.0,Both,Gray / White
Logitech M325c Blue Camo,48.0,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Urban Sunset,39.95,Optical,Wireless,1000.0,Both,Orange / Red
Acer AMR513,,Optical,Wireless,1000.0,Both,Red / Black
Adesso IMOUSE W4,29.0,Optical,Wired,1000.0,Both,Black
Adesso IMOUSE X3,,Optical,Wired,6400.0,Right,Black / Gold
Adesso iMouse E10,37.99,Optical,Wireless,1600.0,Right,Black
Adesso iMouse E30,39.5,Optical,Wireless,4800.0,Right,Black
Adesso iMouse E55,,Optical,Wireless,1000.0,Right,Black
Adesso iMouse E70,,Optical,Wireless,4800.0,Left,Black
Adesso iMouse M20B,17.95,Optical,Wireless,1600.0,Right,Black
Adesso iMouse S200B,23.79,Optical,Wireless,2000.0,Right,Black
Adesso iMouse S5,,Optical,Wired,1000.0,Both,Black
Adesso iMouse S70G,21.47,Optical,Wireless,1000.0,Both,Green / Black
Adesso iMouse T40 Trackball,44.39,Optical,Wireless,4800.0,Both,Black / Red
Adesso iMouse S8R,10.79,Optical,Wired,1600.0,Both,Red / Black
Adesso iMouse S100B,,Optical,Wireless,1200.0,Both,Black
Adesso iMouse T30,35.9,Optical,Wireless,4800.0,Right,Black / Red
Adesso iMouse S70P,,Optical,Wireless,1000.0,Both,Pink / Black
Adesso iMouse S50,15.59,Optical,Wireless,1200.0,Both,Black
Adesso iMouse M40,,Optical,Wireless,1200.0,Both,Black
Adesso iMouse S80B,21.18,Optical,Wireless,1600.0,Right,Black
Adesso iMouse S80L,21.11,Optical,Wireless,1600.0,Right,Blue / Black
Acco Kensington K72337US,56.36,Optical,Wired,,Both,Black / Blue
Acco KENSINGTON K64327F,,Optical,Wired,,Both,Silver / Black
ADATA XPG INFAREX M10,,Optical,Wired,3200.0,Right,Black
Microsoft Sculpt Ergonomic,,Laser,Wireless,1000.0,Right,Black / Blue
Fellowes Penguin Medium,,Laser,Wired,1200.0,Both,Black / Silver
Fellowes Penguin Medium,,Laser,Wireless,1200.0,Both,Black / Silver
Fellowes Penguin Small,98.12,Laser,Wired,1200.0,Both,Black / Silver
Microsoft KTF-00001,49.99,Optical,Bluetooth Wireless,,Both,Black
Evoluent VMCRWG Vertical Mouse C,109.95,Optical,Wireless,2600.0,Right,Gold / Black
Fellowes Penguin Large,75.14,Laser,Wired,1200.0,Both,Black / Silver
Fellowes Penguin Large,,Laser,Wireless,1200.0,Both,Black / Silver
Microsoft Sculpt Mobile,,Laser,Wireless,,Both,Black / Blue
Lenovo 0A34282,,Laser,Wireless,1600.0,Both,Black / Red
Kodak IMOUSE Q10,,Optical,Wireless,1600.0,Right,Black
Logitech M325c Urban Lagoon,,Optical,Wireless,1000.0,Both,Blue / Black
SIIG JK-WR0912-S2,,Optical,Wireless,,Right,Red / Black
Rosewill RWM-002,,Optical,Wireless,1200.0,Both,White / Black
Rosewill RWM-003,,Optical,Wireless,1200.0,Both,Gray / Black
Rosewill RWM-004,,Optical,Wireless,1200.0,Both,Blue / Black
SIIG JK-WR0B12-S2,,Optical,Wireless,1000.0,Right,Blue / Black
Rosewill ION D12,,Optical,Wired,4000.0,Right,Black
SIIG JK-WR0M12-S1,,Optical,Wireless,1200.0,Both,Black
Verbatim 98113 Go Mini Travel,14.18,Optical,Wired,,Both,Silver / Black
Verbatim 99770 Silent Wireless Blue Led,13.99,Laser,Wireless,,Both,Blue / Black
Verbatim Verbatim 99777 Silent Wireless Blue Led,14.95,Laser,Wireless,,Both,Black
Targus W571,,Optical,Wireless,,Right,Black
Targus W573,,Laser,Wireless,,Both,Black
Targus W574,,Laser,Wireless,,Right,Black
V7 MW600-1N,,Optical,Wireless,1600.0,Right,Black
Verbatim 99780 Silent Wireless Blue Led,18.98,Optical,Wireless,,Both,Red / Black
GAMDIAS Zeus E2,,Optical,Wired,3200.0,Right,Black
HP OMEN 400,69.97,Optical,Wired,5000.0,Right,Black / Red
Adesso iMouse E3,,Optical,Wired,6400.0,Right,Black
SIIG JK-WR0N12-S1,,Optical,Wireless,1200.0,Both,Gray / Black
V7 MW500-1N,,Optical,Wireless,1600.0,Right,Black
Microsoft ELG-00027,59.99,Optical,Bluetooth Wireless,1000.0,Both,Pink
Kensington K72339USA,19.98,Optical,Wired,,Both,Black
Key Ovation Newtral 3,,Optical,Wired,3000.0,Right,Black
SMK-Link VP3830-TAA,,Optical,Wired,2400.0,Right,Black
Inland 7338,,Optical,Wired,,Both,Transparent / Gray
SMK-Link VP3831,,Optical,Wired,2400.0,Right,Black
Verbatim 70233,9.97,Optical,Wired,,Both,Blue / Black
Verbatim 70238,15.21,Optical,Wired,,Both,Purple / Silver
Verbatim 70234,8.94,Optical,Wired,,Both,Red / Black
Verbatim 99746,,Optical,Wireless,,Right,Purple / White
Cooler Master MM710 Glossy White,48.21,Optical,Wired,16000.0,Right,White
G-Wolves HT-M 3360 Ash,,Optical,Wired,12000.0,Right,Silver
G-Wolves HT-M 3360 White,,Optical,Wired,12000.0,Right,White
G-Wolves HT-M 3360 White/Blue,,Optical,Wired,12000.0,Right,White / Blue
Microsoft ELG-00040,63.99,Laser,Bluetooth Wireless,1000.0,Both,Green
Aula Ghost Shark,,Optical,Wired,2000.0,Right,Black / Silver
Aula Enter Tainer,,Optical,Wired,4000.0,Right,Black
Verbatim 99747,,Laser,Wireless,,Both,Blue / Black
Kensington Pro Fit,41.88,Laser,Wireless,1600.0,Right,Black
Evoluent VMDSW Vertical Mouse D Small,114.95,Laser,Wireless,1600.0,Right,Black
Kensington Pro Fit,46.93,Optical,Bluetooth Wireless,1600.0,Right,Black
Verbatim 70243,26.74,Laser,Wireless,1600.0,Right,Red / Black
Verbatim 70236,17.89,Optical,Wired,,Both,Red / Silver
Verbatim 70245,16.44,Optical,Wireless,1600.0,Right,Silver / Black
Verbatim 70237,15.71,Optical,Wired,,Both,Blue / Silver
Verbatim 70247,19.95,Laser,Wireless,1600.0,Right,Blue
Verbatim 70244,19.1,Laser,Wireless,1600.0,Right,Blue / Black
Acer Urban Factory Anti-stress Mouse,,Optical,Wired,800.0,Both,Black / Silver
Acer Urban Factory Crazy Mouse,,Optical,Wired,800.0,Both,Blue / White
HP 1JR32AA#ABA,,Optical,Wired,1600.0,Both,Black
SMK-Link Gyration Air Mouse Elite,,Laser,Wireless,,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,,Laser,Wireless,,Both,Black / Silver
ABKONCORE A900,,Optical,Wired,16000.0,Right,Black / Silver
Endgame Gear XM1,,Optical,Wired,16000.0,Right,Black
Endgame Gear XM1,,Optical,Wired,16000.0,Right,White
Biostar Racing AM3,,Optical,Wired,5000.0,Right,Black / Blue
Xtreme Gaming DS-2535,,Laser,Wired,16400.0,Right,Black
SPC Gear LIX,,Optical,Wired,8000.0,Right,Black
Venatos Swapper Pro,,Optical,Wired,16000.0,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,,Optical,Wired,6500.0,Right,Purple / Yellow
Endgame Gear XM1 RGB,53.99,Optical,Wired,16000.0,Right,Translucent Black / Black
Tempest X5S Strider RGB,,Optical,Wired,4800.0,Right,Black
ROCCAT Burst Core,,Optical,Wired,8500.0,Right,White
GAMDIAS ZEUS E1,,Optical,Wired,3200.0,Right,Black
GAMDIAS ZEUS E1A,,Optical,Wired,4200.0,Right,Black
GAMDIAS ZEUS M1,,Optical,Wired,7000.0,Right,Black
GAMDIAS ZEUS M2,,Optical,Wired,10800.0,Right,Black
GAMDIAS ZEUS M3,,Optical,Wired,7200.0,Right,Black
GAMDIAS ZEUS M4,,Optical,Wired,12800.0,Right,Black
NZXT Lift,,Optical,Wired,16000.0,Right,Blue / Black
NZXT Lift,,Optical,Wired,16000.0,Right,Cyan / Black
NZXT Lift,,Optical,Wired,16000.0,Right,Purple / Black
NZXT Lift,,Optical,Wired,16000.0,Right,Red / Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000.0,Both,Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000.0,Both,White
Monoprice Dark Matter Hyper-K,,Optical,Wired,16000.0,Right,Black
Monoprice Dark Matter Super-K,,Optical,Wired,18000.0,Right,Black
Monoprice Dark Matter Aether,,Optical,Wired,16000.0,Right,Black
3M Ergonomic EM500GPL,,Optical,Wired,,Right,
Pulsar Xlite V2,,Optical,Wireless,20000.0,Right,Blue
Pulsar Xlite V2,,Optical,Wireless,20000.0,Right,Red
KLIM Aim,,Optical,Wired,7000.0,Right,Silver
SteelSeries PRIME: BLACK ICE EDITION,,Optical,Wired,18000.0,Right,Translucent Gray / Green
ninjutso Katana Superlight,,Optical,"Wired, Wireless",19000.0,Right,White / Black
ninjutso Katana,,Optical,Wired,16000.0,Right,Black
Xtrfy M4 RGB,,Optical,Wired,16000.0,Right,Red / Black
Xtrfy M42 RGB,69.0,Optical,,16000.0,Right,White / Red
Xtrfy M42 RGB,65.0,Optical,,16000.0,Right,White
A4Tech A4-MS0034,,Optical,Wired,3200.0,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000.0,Right,Green / Gold
